country,date,sector,value20,value21,,country,date,sector,value20a,valuie21a,,,country,date,sector,value20b,value21b,,,country,date,sector,value20c,value21c,,country,date,sector,value20d,value21d
China,1/13/2020,Power,15.2563,16.1494,,China,1/13/2020,Industry,9.60402,10.9138,,,China,1/13/2020,Domestic Aviation,0.187901,0.16338,,,China,1/13/2020,International Aviation,0.0846325,0.0327079,,China,1/13/2020,Residential,3.85766,3.58912
EU27 & UK,1/13/2020,Power,2.90156,3.0627,,EU27 & UK,1/13/2020,Industry,1.73789,1.765,,,EU27 & UK,1/13/2020,Domestic Aviation,0.0431369,0.0154849,,,EU27 & UK,1/13/2020,International Aviation,0.422961,0.124491,,EU27 & UK,1/13/2020,Residential,2.67497,2.99926
India,1/13/2020,Power,3.41028,3.56149,,India,1/13/2020,Industry,2.1504,2.07022,,,India,1/13/2020,Domestic Aviation,0.020886,0.0161032,,,India,1/13/2020,International Aviation,0.033705,0.0167133,,India,1/13/2020,Residential,1.6801,2.08317
ROW,1/13/2020,Power,9.99204,9.5794,,ROW,1/13/2020,Industry,9.4778,9.68395,,,ROW,1/13/2020,Domestic Aviation,0.192893,0.117493,,,ROW,1/13/2020,International Aviation,0.774432,0.307209,,ROW,1/13/2020,Residential,6.30995,4.9325
Russia,1/13/2020,Power,2.71566,2.81137,,Russia,1/13/2020,Industry,0.661648,0.690884,,,Russia,1/13/2020,Domestic Aviation,0.0426377,0.0355614,,,Russia,1/13/2020,International Aviation,0.0323523,0.0109556,,Russia,1/13/2020,Residential,0.736746,1.08469
United States,1/13/2020,Power,3.7214,4.32495,,United States,1/13/2020,Industry,2.82001,2.84411,,,United States,1/13/2020,Domestic Aviation,0.466682,0.296801,,,United States,1/13/2020,International Aviation,0.227903,0.10944,,United States,1/13/2020,Residential,2.69234,2.85605
WORLD,1/13/2020,Power,39.803,41.6527,,WORLD,1/13/2020,Industry,27.3689,28.9651,,,WORLD,1/13/2020,Domestic Aviation,1.01433,0.688292,,,WORLD,1/13/2020,International Aviation,1.65022,0.631408,,WORLD,1/13/2020,Residential,18.5977,18.2408
Brazil,1/14/2020,Power,0.273898,0.334293,,Brazil,1/14/2020,Industry,0.285498,0.347093,,,Brazil,1/14/2020,Domestic Aviation,0.0350903,0.0275021,,,Brazil,1/14/2020,International Aviation,0.0186373,0.00649243,,Brazil,1/14/2020,Residential,0.0984519,0.0984519
China,1/14/2020,Power,14.4859,16.0335,,China,1/14/2020,Industry,9.11904,10.8355,,,China,1/14/2020,Domestic Aviation,0.188839,0.160392,,,China,1/14/2020,International Aviation,0.0882454,0.033587,,China,1/14/2020,Residential,3.94119,3.37791
EU27 & UK,1/14/2020,Power,2.57882,3.3793,,EU27 & UK,1/14/2020,Industry,1.54459,1.94745,,,EU27 & UK,1/14/2020,Domestic Aviation,0.0382634,0.0165767,,,EU27 & UK,1/14/2020,International Aviation,0.363966,0.133135,,EU27 & UK,1/14/2020,Residential,2.48224,3.07288
India,1/14/2020,Power,3.3101,3.43687,,India,1/14/2020,Industry,2.08723,1.99778,,,India,1/14/2020,Domestic Aviation,0.0208642,0.0156587,,,India,1/14/2020,International Aviation,0.0344414,0.0167858,,India,1/14/2020,Residential,1.66294,1.96611
ROW,1/14/2020,Power,10.1853,9.40863,,ROW,1/14/2020,Industry,9.6092,9.52475,,,ROW,1/14/2020,Domestic Aviation,0.194931,0.121358,,,ROW,1/14/2020,International Aviation,0.749171,0.332212,,ROW,1/14/2020,Residential,6.09068,4.91844
Russia,1/14/2020,Power,2.68132,2.83563,,Russia,1/14/2020,Industry,0.653281,0.696846,,,Russia,1/14/2020,Domestic Aviation,0.0401905,0.0338601,,,Russia,1/14/2020,International Aviation,0.0303426,0.010002,,Russia,1/14/2020,Residential,0.721023,1.04945
United States,1/14/2020,Power,3.70716,3.94308,,United States,1/14/2020,Industry,2.8474,2.71267,,,United States,1/14/2020,Domestic Aviation,0.484905,0.337807,,,United States,1/14/2020,International Aviation,0.207004,0.122217,,United States,1/14/2020,Residential,2.48979,2.58982
WORLD,1/14/2020,Power,38.9779,41.3075,,WORLD,1/14/2020,Industry,26.8709,28.7471,,,WORLD,1/14/2020,Domestic Aviation,1.0286,0.728686,,,WORLD,1/14/2020,International Aviation,1.54546,0.676649,,WORLD,1/14/2020,Residential,18.0372,17.6179
Brazil,1/15/2020,Power,0.26591,0.336921,,Brazil,1/15/2020,Industry,0.277172,0.349821,,,Brazil,1/15/2020,Domestic Aviation,0.0346981,0.028236,,,Brazil,1/15/2020,International Aviation,0.0197244,0.00827011,,Brazil,1/15/2020,Residential,0.0984519,0.0984519
China,1/15/2020,Power,14.3429,16.5413,,China,1/15/2020,Industry,9.02902,11.1787,,,China,1/15/2020,Domestic Aviation,0.190193,0.169662,,,China,1/15/2020,International Aviation,0.0889244,0.0319279,,China,1/15/2020,Residential,3.87761,3.58098
EU27 & UK,1/15/2020,Power,2.58392,3.40973,,EU27 & UK,1/15/2020,Industry,1.54764,1.96499,,,EU27 & UK,1/15/2020,Domestic Aviation,0.0413412,0.0201479,,,EU27 & UK,1/15/2020,International Aviation,0.374274,0.147678,,EU27 & UK,1/15/2020,Residential,2.3614,3.38161
India,1/15/2020,Power,3.20992,3.43518,,India,1/15/2020,Industry,2.02406,1.9968,,,India,1/15/2020,Domestic Aviation,0.0207805,0.016378,,,India,1/15/2020,International Aviation,0.0363008,0.0167332,,India,1/15/2020,Residential,1.42726,1.83993
ROW,1/15/2020,Power,10.3813,9.34561,,ROW,1/15/2020,Industry,9.79044,9.44326,,,ROW,1/15/2020,Domestic Aviation,0.192134,0.122699,,,ROW,1/15/2020,International Aviation,0.770014,0.332306,,ROW,1/15/2020,Residential,6.05359,4.81544
Russia,1/15/2020,Power,2.69052,2.82591,,Russia,1/15/2020,Industry,0.655522,0.694458,,,Russia,1/15/2020,Domestic Aviation,0.0409745,0.0366442,,,Russia,1/15/2020,International Aviation,0.0310872,0.0109516,,Russia,1/15/2020,Residential,0.7084,1.01033
United States,1/15/2020,Power,3.34026,3.97492,,United States,1/15/2020,Industry,2.6397,2.73406,,,United States,1/15/2020,Domestic Aviation,0.491859,0.343288,,,United States,1/15/2020,International Aviation,0.200732,0.115919,,United States,1/15/2020,Residential,2.438,2.59032
WORLD,1/15/2020,Power,38.6154,41.7949,,WORLD,1/15/2020,Industry,26.7069,29.0433,,,WORLD,1/15/2020,Domestic Aviation,1.03771,0.752716,,,WORLD,1/15/2020,International Aviation,1.57658,0.685406,,WORLD,1/15/2020,Residential,17.5578,17.8467
Brazil,1/16/2020,Power,0.268311,0.342238,,Brazil,1/16/2020,Industry,0.279675,0.355342,,,Brazil,1/16/2020,Domestic Aviation,0.0345546,0.0279392,,,Brazil,1/16/2020,International Aviation,0.0182612,0.00731834,,Brazil,1/16/2020,Residential,0.0984519,0.0984519
China,1/16/2020,Power,14.2175,16.3456,,China,1/16/2020,Industry,8.95003,11.0464,,,China,1/16/2020,Domestic Aviation,0.190429,0.161852,,,China,1/16/2020,International Aviation,0.0921489,0.0308934,,China,1/16/2020,Residential,3.87326,3.95881
EU27 & UK,1/16/2020,Power,2.81772,2.94921,,EU27 & UK,1/16/2020,Industry,1.68768,1.6996,,,EU27 & UK,1/16/2020,Domestic Aviation,0.0434971,0.011568,,,EU27 & UK,1/16/2020,International Aviation,0.399554,0.148849,,EU27 & UK,1/16/2020,Residential,2.46201,3.48987
India,1/16/2020,Power,3.165,3.51948,,India,1/16/2020,Industry,1.99574,2.0458,,,India,1/16/2020,Domestic Aviation,0.0210404,0.015653,,,India,1/16/2020,International Aviation,0.0355966,0.0162208,,India,1/16/2020,Residential,1.30729,1.90771
ROW,1/16/2020,Power,10.2519,8.65032,,ROW,1/16/2020,Industry,9.57893,8.72743,,,ROW,1/16/2020,Domestic Aviation,0.197928,0.100307,,,ROW,1/16/2020,International Aviation,0.777968,0.340504,,ROW,1/16/2020,Residential,5.70312,5.1046
Russia,1/16/2020,Power,2.68994,2.75199,,Russia,1/16/2020,Industry,0.655382,0.676293,,,Russia,1/16/2020,Domestic Aviation,0.0409834,0.035714,,,Russia,1/16/2020,International Aviation,0.0317859,0.0116206,,Russia,1/16/2020,Residential,0.682741,1.0084
United States,1/16/2020,Power,3.8636,4.08593,,United States,1/16/2020,Industry,2.89304,2.81637,,,United States,1/16/2020,Domestic Aviation,0.508371,0.299532,,,United States,1/16/2020,International Aviation,0.218585,0.128121,,United States,1/16/2020,Residential,2.73061,2.69589
WORLD,1/16/2020,Power,39.1013,40.3548,,WORLD,1/16/2020,Industry,26.7949,27.9723,,,WORLD,1/16/2020,Domestic Aviation,1.06242,0.667524,,,WORLD,1/16/2020,International Aviation,1.62895,0.706736,,WORLD,1/16/2020,Residential,17.4453,18.7842
Brazil,1/17/2020,Power,0.275157,0.314051,,Brazil,1/17/2020,Industry,0.286811,0.326075,,,Brazil,1/17/2020,Domestic Aviation,0.0349454,0.0240104,,,Brazil,1/17/2020,International Aviation,0.0193472,0.00728169,,Brazil,1/17/2020,Residential,0.0984519,0.0984519
China,1/17/2020,Power,14.1182,16.1843,,China,1/17/2020,Industry,8.88757,10.9374,,,China,1/17/2020,Domestic Aviation,0.187471,0.159656,,,China,1/17/2020,International Aviation,0.0900303,0.0329918,,China,1/17/2020,Residential,3.8911,4.06037
EU27 & UK,1/17/2020,Power,2.84153,2.87532,,EU27 & UK,1/17/2020,Industry,1.70194,1.65702,,,EU27 & UK,1/17/2020,Domestic Aviation,0.0454656,0.0158258,,,EU27 & UK,1/17/2020,International Aviation,0.437282,0.147995,,EU27 & UK,1/17/2020,Residential,2.5917,3.44662
India,1/17/2020,Power,3.29695,3.50106,,India,1/17/2020,Industry,2.07894,2.03509,,,India,1/17/2020,Domestic Aviation,0.0215776,0.0158881,,,India,1/17/2020,International Aviation,0.0368584,0.0184406,,India,1/17/2020,Residential,1.38158,1.80608
ROW,1/17/2020,Power,10.0695,8.26928,,ROW,1/17/2020,Industry,9.47412,8.57773,,,ROW,1/17/2020,Domestic Aviation,0.198702,0.10773,,,ROW,1/17/2020,International Aviation,0.796574,0.331636,,ROW,1/17/2020,Residential,5.58818,5.21856
Russia,1/17/2020,Power,2.71094,2.69426,,Russia,1/17/2020,Industry,0.660498,0.662107,,,Russia,1/17/2020,Domestic Aviation,0.0426819,0.0352127,,,Russia,1/17/2020,International Aviation,0.0310842,0.0112092,,Russia,1/17/2020,Residential,0.684278,1.08009
United States,1/17/2020,Power,4.0389,4.01927,,United States,1/17/2020,Industry,2.89919,2.75181,,,United States,1/17/2020,Domestic Aviation,0.520702,0.279583,,,United States,1/17/2020,International Aviation,0.231262,0.119246,,United States,1/17/2020,Residential,3.37838,2.75352
WORLD,1/17/2020,Power,39.1571,39.5255,,WORLD,1/17/2020,Industry,26.7346,27.5374,,,WORLD,1/17/2020,Domestic Aviation,1.07761,0.653318,,,WORLD,1/17/2020,International Aviation,1.69799,0.690697,,WORLD,1/17/2020,Residential,18.1664,19.1379
Brazil,1/18/2020,Power,0.317484,0.336981,,Brazil,1/18/2020,Industry,0.33093,0.349883,,,Brazil,1/18/2020,Domestic Aviation,0.0334185,0.0282464,,,Brazil,1/18/2020,International Aviation,0.0212471,0.00756554,,Brazil,1/18/2020,Residential,0.0984519,0.0984519
China,1/18/2020,Power,13.9111,15.9463,,China,1/18/2020,Industry,8.75714,10.7765,,,China,1/18/2020,Domestic Aviation,0.192114,0.152457,,,China,1/18/2020,International Aviation,0.0942288,0.0257979,,China,1/18/2020,Residential,3.78387,3.91577
EU27 & UK,1/18/2020,Power,2.55165,3.35337,,EU27 & UK,1/18/2020,Industry,1.52831,1.93251,,,EU27 & UK,1/18/2020,Domestic Aviation,0.0288823,0.0178808,,,EU27 & UK,1/18/2020,International Aviation,0.430204,0.1324,,EU27 & UK,1/18/2020,Residential,2.79882,3.32763
India,1/18/2020,Power,3.3178,3.59164,,India,1/18/2020,Industry,2.09209,2.08774,,,India,1/18/2020,Domestic Aviation,0.0205941,0.0165449,,,India,1/18/2020,International Aviation,0.038265,0.0137654,,India,1/18/2020,Residential,1.43139,1.38482
ROW,1/18/2020,Power,9.59268,9.34319,,ROW,1/18/2020,Industry,8.938,9.41517,,,ROW,1/18/2020,Domestic Aviation,0.172921,0.118757,,,ROW,1/18/2020,International Aviation,0.822702,0.29546,,ROW,1/18/2020,Residential,5.31347,5.29363
Russia,1/18/2020,Power,2.62233,2.8751,,Russia,1/18/2020,Industry,0.638908,0.706547,,,Russia,1/18/2020,Domestic Aviation,0.039102,0.035886,,,Russia,1/18/2020,International Aviation,0.0337061,0.00935517,,Russia,1/18/2020,Residential,0.728585,1.13202
United States,1/18/2020,Power,3.74868,4.25328,,United States,1/18/2020,Industry,2.78025,2.78367,,,United States,1/18/2020,Domestic Aviation,0.424414,0.29585,,,United States,1/18/2020,International Aviation,0.227608,0.125993,,United States,1/18/2020,Residential,3.21663,2.73835
WORLD,1/18/2020,Power,37.7505,41.6639,,WORLD,1/18/2020,Industry,25.7629,28.747,,,WORLD,1/18/2020,Domestic Aviation,0.937447,0.679342,,,WORLD,1/18/2020,International Aviation,1.725,0.628994,,WORLD,1/18/2020,Residential,17.992,18.5378
Brazil,1/19/2020,Power,0.305443,0.342179,,Brazil,1/19/2020,Industry,0.318379,0.35528,,,Brazil,1/19/2020,Domestic Aviation,0.0310145,0.0284088,,,Brazil,1/19/2020,International Aviation,0.0192231,0.00660719,,Brazil,1/19/2020,Residential,0.0984519,0.0984519
China,1/19/2020,Power,13.307,16.0177,,China,1/19/2020,Industry,8.37688,10.8248,,,China,1/19/2020,Domestic Aviation,0.191651,0.144381,,,China,1/19/2020,International Aviation,0.092503,0.0289605,,China,1/19/2020,Residential,3.71846,3.65172
EU27 & UK,1/19/2020,Power,2.51812,3.03155,,EU27 & UK,1/19/2020,Industry,1.50823,1.74705,,,EU27 & UK,1/19/2020,Domestic Aviation,0.0374371,0.0144598,,,EU27 & UK,1/19/2020,International Aviation,0.442755,0.10956,,EU27 & UK,1/19/2020,Residential,2.94724,2.95864
India,1/19/2020,Power,3.13761,3.73921,,India,1/19/2020,Industry,1.97846,2.17352,,,India,1/19/2020,Domestic Aviation,0.0208429,0.0152741,,,India,1/19/2020,International Aviation,0.0360398,0.0143712,,India,1/19/2020,Residential,1.7944,1.17883
ROW,1/19/2020,Power,9.10001,9.48492,,ROW,1/19/2020,Industry,8.67965,9.48051,,,ROW,1/19/2020,Domestic Aviation,0.178519,0.115187,,,ROW,1/19/2020,International Aviation,0.819728,0.289472,,ROW,1/19/2020,Residential,5.3092,5.3121
Russia,1/19/2020,Power,2.57446,2.90636,,Russia,1/19/2020,Industry,0.627245,0.714228,,,Russia,1/19/2020,Domestic Aviation,0.0400142,0.0329189,,,Russia,1/19/2020,International Aviation,0.0335352,0.00869074,,Russia,1/19/2020,Residential,0.749714,1.11376
United States,1/19/2020,Power,4.09642,4.2076,,United States,1/19/2020,Industry,2.94045,2.77339,,,United States,1/19/2020,Domestic Aviation,0.389277,0.30318,,,United States,1/19/2020,International Aviation,0.225058,0.109247,,United States,1/19/2020,Residential,3.33561,2.81294
WORLD,1/19/2020,Power,36.5555,41.6636,,WORLD,1/19/2020,Industry,25.0553,28.7531,,,WORLD,1/19/2020,Domestic Aviation,0.914558,0.664891,,,WORLD,1/19/2020,International Aviation,1.72506,0.586991,,WORLD,1/19/2020,Residential,18.5097,17.8364
Brazil,1/20/2020,Power,0.323234,0.331524,,Brazil,1/20/2020,Industry,0.336924,0.344217,,,Brazil,1/20/2020,Domestic Aviation,0.0342451,0.0267769,,,Brazil,1/20/2020,International Aviation,0.0202472,0.00744224,,Brazil,1/20/2020,Residential,0.0984519,0.0984519
China,1/20/2020,Power,13.0239,15.9648,,China,1/20/2020,Industry,8.19868,10.7891,,,China,1/20/2020,Domestic Aviation,0.191338,0.148552,,,China,1/20/2020,International Aviation,0.0880042,0.0351754,,China,1/20/2020,Residential,3.60162,3.31241
EU27 & UK,1/20/2020,Power,3.34172,2.61422,,EU27 & UK,1/20/2020,Industry,2.00153,1.50655,,,EU27 & UK,1/20/2020,Domestic Aviation,0.0441164,0.0153842,,,EU27 & UK,1/20/2020,International Aviation,0.422987,0.118679,,EU27 & UK,1/20/2020,Residential,2.99824,2.55888
India,1/20/2020,Power,3.34872,3.82081,,India,1/20/2020,Industry,2.11158,2.22096,,,India,1/20/2020,Domestic Aviation,0.02081,0.0162483,,,India,1/20/2020,International Aviation,0.0347014,0.0172326,,India,1/20/2020,Residential,1.88269,1.27575
ROW,1/20/2020,Power,9.86583,9.62745,,ROW,1/20/2020,Industry,9.36283,9.42369,,,ROW,1/20/2020,Domestic Aviation,0.197998,0.116047,,,ROW,1/20/2020,International Aviation,0.786309,0.30224,,ROW,1/20/2020,Residential,5.57732,5.08129
Russia,1/20/2020,Power,2.68519,2.91893,,Russia,1/20/2020,Industry,0.654224,0.717319,,,Russia,1/20/2020,Domestic Aviation,0.0416906,0.0349893,,,Russia,1/20/2020,International Aviation,0.0292538,0.0103057,,Russia,1/20/2020,Residential,0.768647,1.09728
United States,1/20/2020,Power,5.12851,4.10776,,United States,1/20/2020,Industry,3.24115,2.79498,,,United States,1/20/2020,Domestic Aviation,0.461028,0.294736,,,United States,1/20/2020,International Aviation,0.232908,0.110476,,United States,1/20/2020,Residential,3.77404,2.9029
WORLD,1/20/2020,Power,39.4028,41.3274,,WORLD,1/20/2020,Industry,26.6028,28.4839,,,WORLD,1/20/2020,Domestic Aviation,1.01704,0.664372,,,WORLD,1/20/2020,International Aviation,1.66962,0.623795,,WORLD,1/20/2020,Residential,19.2272,16.9904
Brazil,1/21/2020,Power,0.326385,0.319523,,Brazil,1/21/2020,Industry,0.340208,0.331757,,,Brazil,1/21/2020,Domestic Aviation,0.0352512,0.0264814,,,Brazil,1/21/2020,International Aviation,0.0193191,0.00638014,,Brazil,1/21/2020,Residential,0.0984519,0.0984519
China,1/21/2020,Power,12.2769,16.0547,,China,1/21/2020,Industry,7.7284,10.8498,,,China,1/21/2020,Domestic Aviation,0.190752,0.137596,,,China,1/21/2020,International Aviation,0.092708,0.0346857,,China,1/21/2020,Residential,3.37698,3.2524
EU27 & UK,1/21/2020,Power,3.21748,2.31347,,EU27 & UK,1/21/2020,Industry,1.92711,1.33323,,,EU27 & UK,1/21/2020,Domestic Aviation,0.0409058,0.0163057,,,EU27 & UK,1/21/2020,International Aviation,0.374508,0.127858,,EU27 & UK,1/21/2020,Residential,3.11006,2.42338
India,1/21/2020,Power,3.41163,3.8604,,India,1/21/2020,Industry,2.15125,2.24397,,,India,1/21/2020,Domestic Aviation,0.0202459,0.0157534,,,India,1/21/2020,International Aviation,0.0345601,0.0178771,,India,1/21/2020,Residential,1.71534,1.4357
ROW,1/21/2020,Power,10.2264,9.90448,,ROW,1/21/2020,Industry,9.55559,9.69781,,,ROW,1/21/2020,Domestic Aviation,0.199705,0.118868,,,ROW,1/21/2020,International Aviation,0.757144,0.316804,,ROW,1/21/2020,Residential,5.70127,5.4436
Russia,1/21/2020,Power,2.68495,2.86477,,Russia,1/21/2020,Industry,0.654166,0.704009,,,Russia,1/21/2020,Domestic Aviation,0.0388816,0.0331622,,,Russia,1/21/2020,International Aviation,0.0290259,0.00897967,,Russia,1/21/2020,Residential,0.751428,1.05382
United States,1/21/2020,Power,4.89039,4.08349,,United States,1/21/2020,Industry,3.08568,2.78675,,,United States,1/21/2020,Domestic Aviation,0.498346,0.329383,,,United States,1/21/2020,International Aviation,0.2126,0.122161,,United States,1/21/2020,Residential,3.76207,2.7708
WORLD,1/21/2020,Power,38.755,41.3437,,WORLD,1/21/2020,Industry,26.1528,28.6348,,,WORLD,1/21/2020,Domestic Aviation,1.04967,0.689157,,,WORLD,1/21/2020,International Aviation,1.57367,0.658235,,WORLD,1/21/2020,Residential,19.1212,17.0197
Brazil,1/22/2020,Power,0.32271,0.31506,,Brazil,1/22/2020,Industry,0.336378,0.327123,,,Brazil,1/22/2020,Domestic Aviation,0.034655,0.0271593,,,Brazil,1/22/2020,International Aviation,0.0191489,0.0081612,,Brazil,1/22/2020,Residential,0.0984519,0.0984519
China,1/22/2020,Power,11.6436,15.7823,,China,1/22/2020,Industry,7.32977,10.6657,,,China,1/22/2020,Domestic Aviation,0.190177,0.138302,,,China,1/22/2020,International Aviation,0.0914584,0.0323896,,China,1/22/2020,Residential,3.34283,3.38218
EU27 & UK,1/22/2020,Power,3.2883,2.61466,,EU27 & UK,1/22/2020,Industry,1.96953,1.5068,,,EU27 & UK,1/22/2020,Domestic Aviation,0.0418599,0.0197467,,,EU27 & UK,1/22/2020,International Aviation,0.373715,0.141203,,EU27 & UK,1/22/2020,Residential,3.00867,2.53576
India,1/22/2020,Power,3.29452,3.87908,,India,1/22/2020,Industry,2.07741,2.25483,,,India,1/22/2020,Domestic Aviation,0.0201688,0.0165206,,,India,1/22/2020,International Aviation,0.0366371,0.0172803,,India,1/22/2020,Residential,1.62395,1.45115
ROW,1/22/2020,Power,10.0914,10.1212,,ROW,1/22/2020,Industry,9.37218,9.89713,,,ROW,1/22/2020,Domestic Aviation,0.200735,0.122257,,,ROW,1/22/2020,International Aviation,0.768245,0.323504,,ROW,1/22/2020,Residential,5.567,5.72994
Russia,1/22/2020,Power,2.6896,2.77898,,Russia,1/22/2020,Industry,0.655298,0.682926,,,Russia,1/22/2020,Domestic Aviation,0.0388019,0.0358093,,,Russia,1/22/2020,International Aviation,0.0304216,0.00968819,,Russia,1/22/2020,Residential,0.727612,0.935364
United States,1/22/2020,Power,4.50888,4.20929,,United States,1/22/2020,Industry,2.86416,2.85673,,,United States,1/22/2020,Domestic Aviation,0.483131,0.338326,,,United States,1/22/2020,International Aviation,0.200066,0.121472,,United States,1/22/2020,Residential,3.44973,2.79899
WORLD,1/22/2020,Power,37.7062,41.5792,,WORLD,1/22/2020,Industry,25.3756,28.856,,,WORLD,1/22/2020,Domestic Aviation,1.03521,0.709974,,,WORLD,1/22/2020,International Aviation,1.57497,0.676264,,WORLD,1/22/2020,Residential,18.354,17.3862
Brazil,1/23/2020,Power,0.313775,0.295902,,Brazil,1/23/2020,Industry,0.327064,0.307231,,,Brazil,1/23/2020,Domestic Aviation,0.034871,0.0266123,,,Brazil,1/23/2020,International Aviation,0.0185765,0.00687999,,Brazil,1/23/2020,Residential,0.0984519,0.0984519
China,1/23/2020,Power,11.2117,15.7664,,China,1/23/2020,Industry,7.05789,10.655,,,China,1/23/2020,Domestic Aviation,0.186715,0.12456,,,China,1/23/2020,International Aviation,0.0951599,0.0327214,,China,1/23/2020,Residential,3.34537,3.37553
EU27 & UK,1/23/2020,Power,3.4797,2.537,,EU27 & UK,1/23/2020,Industry,2.08417,1.46205,,,EU27 & UK,1/23/2020,Domestic Aviation,0.0445265,0.0105626,,,EU27 & UK,1/23/2020,International Aviation,0.396076,0.137047,,EU27 & UK,1/23/2020,Residential,2.95312,2.82363
India,1/23/2020,Power,3.32799,3.8376,,India,1/23/2020,Industry,2.09851,2.23071,,,India,1/23/2020,Domestic Aviation,0.0209005,0.0153547,,,India,1/23/2020,International Aviation,0.0369787,0.0159963,,India,1/23/2020,Residential,1.65961,1.38735
ROW,1/23/2020,Power,10.575,9.73545,,ROW,1/23/2020,Industry,10.0191,9.76,,,ROW,1/23/2020,Domestic Aviation,0.202765,0.0971305,,,ROW,1/23/2020,International Aviation,0.775325,0.331677,,ROW,1/23/2020,Residential,5.36635,5.70273
Russia,1/23/2020,Power,2.72989,2.7024,,Russia,1/23/2020,Industry,0.665115,0.664106,,,Russia,1/23/2020,Domestic Aviation,0.0394281,0.0346442,,,Russia,1/23/2020,International Aviation,0.0317993,0.010316,,Russia,1/23/2020,Residential,0.777482,0.880763
