country,date,sector,value20,value21,,country,date,sector,value20a,value21a,,country,date,sector,value20b,value21b,,country,date,sector,value20c,value21c,,country,date,sector,value20d,value21d,,country,date,sector,value20e,value21e
Russia,9/25/2020,Power,1.72272,1.90265,,Russia,9/25/2020,Industry,0.845591,0.861574,,Russia,9/25/2020,Domestic Aviation,0.0484632,0.0599714,,Russia,9/25/2020,International Aviation,0.0146039,0.0297684,,Russia,9/25/2020,Ground Transport,0.692879,0.457039,,Russia,9/25/2020,Residential,0.263023,0.365819
Brazil,9/26/2020,Power,0.127771,0.402736,,Brazil,9/26/2020,Industry,0.405298,0.475765,,Brazil,9/26/2020,Domestic Aviation,0.0116549,0.0286654,,Brazil,9/26/2020,International Aviation,0.0049782,0.00854392,,Brazil,9/26/2020,Ground Transport,0.395613,0.482417,,Brazil,9/26/2020,Residential,0.101734,0.101734
China,9/26/2020,Power,11.2182,12.8567,,China,9/26/2020,Industry,12.0942,11.0443,,China,9/26/2020,Domestic Aviation,0.195941,0.168481,,China,9/26/2020,International Aviation,0.0289992,0.0249193,,China,9/26/2020,Ground Transport,2.4349,2.53799,,China,9/26/2020,Residential,1.47726,1.44116
India,9/26/2020,Power,3.02732,3.19219,,India,9/26/2020,Industry,1.87531,2.06728,,India,9/26/2020,Domestic Aviation,0.0113703,0.0141158,,India,9/26/2020,International Aviation,0.0130192,0.0185099,,India,9/26/2020,Ground Transport,0.80068,0.809391,,India,9/26/2020,Residential,0.299482,0.274165
Russia,9/26/2020,Power,1.69975,2.04525,,Russia,9/26/2020,Industry,0.834316,0.926151,,Russia,9/26/2020,Domestic Aviation,0.0485117,0.05935,,Russia,9/26/2020,International Aviation,0.0138588,0.0261111,,Russia,9/26/2020,Ground Transport,0.626905,0.675245,,Russia,9/26/2020,Residential,0.258718,0.397358
Brazil,9/27/2020,Power,0.136261,0.169586,,Brazil,9/27/2020,Industry,0.432228,0.200337,,Brazil,9/27/2020,Domestic Aviation,0.0112556,0.0278481,,Brazil,9/27/2020,International Aviation,0.00472206,0.00856411,,Brazil,9/27/2020,Ground Transport,0.202483,0.489593,,Brazil,9/27/2020,Residential,0.101734,0.101734
China,9/27/2020,Power,11.1696,12.8115,,China,9/27/2020,Industry,12.0418,11.0055,,China,9/27/2020,Domestic Aviation,0.199066,0.173052,,China,9/27/2020,International Aviation,0.0276981,0.0283748,,China,9/27/2020,Ground Transport,2.52952,2.67123,,China,9/27/2020,Residential,1.46584,1.43781
India,9/27/2020,Power,3.01171,3.11956,,India,9/27/2020,Industry,1.86564,2.02025,,India,9/27/2020,Domestic Aviation,0.0110614,0.0127306,,India,9/27/2020,International Aviation,0.0144643,0.0171337,,India,9/27/2020,Ground Transport,0.711125,0.82805,,India,9/27/2020,Residential,0.299742,0.274915
Russia,9/27/2020,Power,1.64966,2.0971,,Russia,9/27/2020,Industry,0.809729,0.949628,,Russia,9/27/2020,Domestic Aviation,0.0474936,0.0548409,,Russia,9/27/2020,International Aviation,0.0143151,0.0265944,,Russia,9/27/2020,Ground Transport,0.544921,0.678706,,Russia,9/27/2020,Residential,0.274922,0.435853
Brazil,9/28/2020,Power,0.147238,0.178344,,Brazil,9/28/2020,Industry,0.467047,0.210684,,Brazil,9/28/2020,Domestic Aviation,0.0131547,0.0270839,,Brazil,9/28/2020,International Aviation,0.00464531,0.00764976,,Brazil,9/28/2020,Ground Transport,0.440829,0.491151,,Brazil,9/28/2020,Residential,0.101734,0.101734
China,9/28/2020,Power,10.9437,12.8913,,China,9/28/2020,Industry,11.7983,11.074,,China,9/28/2020,Domestic Aviation,0.193981,0.183648,,China,9/28/2020,International Aviation,0.0260932,0.028932,,China,9/28/2020,Ground Transport,2.55239,2.5713,,China,9/28/2020,Residential,1.51604,1.47704
India,9/28/2020,Power,3.27333,3.12569,,India,9/28/2020,Industry,2.0277,2.02422,,India,9/28/2020,Domestic Aviation,0.0113245,0.0138846,,India,9/28/2020,International Aviation,0.0120774,0.0187431,,India,9/28/2020,Ground Transport,0.811917,0.828008,,India,9/28/2020,Residential,0.297256,0.274841
Russia,9/28/2020,Power,1.73599,2.09238,,Russia,9/28/2020,Industry,0.852107,0.947491,,Russia,9/28/2020,Domestic Aviation,0.0446772,0.0565908,,Russia,9/28/2020,International Aviation,0.0128028,0.0283232,,Russia,9/28/2020,Ground Transport,0.686644,0.678183,,Russia,9/28/2020,Residential,0.30134,0.448493
Brazil,9/29/2020,Power,0.149321,0.183577,,Brazil,9/29/2020,Industry,0.473654,0.216866,,Brazil,9/29/2020,Domestic Aviation,0.0139461,0.0286825,,Brazil,9/29/2020,International Aviation,0.00287655,0.00852383,,Brazil,9/29/2020,Ground Transport,0.459218,0.494101,,Brazil,9/29/2020,Residential,0.101734,0.101734
China,9/29/2020,Power,11.0952,12.6786,,China,9/29/2020,Industry,11.9617,10.8913,,China,9/29/2020,Domestic Aviation,0.123593,0.195383,,China,9/29/2020,International Aviation,0.0216987,0.0294036,,China,9/29/2020,Ground Transport,2.60184,2.5873,,China,9/29/2020,Residential,1.61949,1.49929
India,9/29/2020,Power,3.30068,3.24842,,India,9/29/2020,Industry,2.04465,2.1037,,India,9/29/2020,Domestic Aviation,0.00739574,0.0138808,,India,9/29/2020,International Aviation,0.00982847,0.0208297,,India,9/29/2020,Ground Transport,0.812661,0.826602,,India,9/29/2020,Residential,0.296671,0.273911
Russia,9/29/2020,Power,1.74959,2.08071,,Russia,9/29/2020,Industry,0.858783,0.942207,,Russia,9/29/2020,Domestic Aviation,0.0355214,0.0564809,,Russia,9/29/2020,International Aviation,0.00894508,0.027528,,Russia,9/29/2020,Ground Transport,0.689104,0.680757,,Russia,9/29/2020,Residential,0.310267,0.455078
Brazil,9/30/2020,Power,0.149987,0.200873,,Brazil,9/30/2020,Industry,0.475768,0.286504,,Brazil,9/30/2020,Domestic Aviation,0.0156038,0.0296301,,Brazil,9/30/2020,International Aviation,0.00523561,0.0088437,,Brazil,9/30/2020,Ground Transport,0.464764,0.499332,,Brazil,9/30/2020,Residential,0.101734,0.0984519
China,9/30/2020,Power,11.2696,12.1155,,China,9/30/2020,Industry,12.1497,10.9242,,China,9/30/2020,Domestic Aviation,0.19633,0.190149,,China,9/30/2020,International Aviation,0.0296859,0.0284794,,China,9/30/2020,Ground Transport,2.64719,2.55737,,China,9/30/2020,Residential,1.58968,1.47855
India,9/30/2020,Power,3.30068,3.35514,,India,9/30/2020,Industry,2.04465,2.12457,,India,9/30/2020,Domestic Aviation,0.0117957,0.0156122,,India,9/30/2020,International Aviation,0.0148427,0.0195854,,India,9/30/2020,Ground Transport,0.820347,0.843462,,India,9/30/2020,Residential,0.296283,0.266036
Russia,9/30/2020,Power,1.73712,2.09388,,Russia,9/30/2020,Industry,0.85266,0.854341,,Russia,9/30/2020,Domestic Aviation,0.0431224,0.05628,,Russia,9/30/2020,International Aviation,0.0130386,0.0273493,,Russia,9/30/2020,Ground Transport,0.688255,0.681238,,Russia,9/30/2020,Residential,0.300686,0.44836
Brazil,10/1/2020,Power,0.190596,0.220257,,Brazil,10/1/2020,Industry,0.262249,0.314151,,Brazil,10/1/2020,Domestic Aviation,0.0184377,0.0276127,,Brazil,10/1/2020,International Aviation,0.00467044,0.00898772,,Brazil,10/1/2020,Ground Transport,0.468587,0.458584,,Brazil,10/1/2020,Residential,0.0984519,0.0984519
China,10/1/2020,Power,10.1968,11.9199,,China,10/1/2020,Industry,11.6429,10.7478,,China,10/1/2020,Domestic Aviation,0.196135,0.165304,,China,10/1/2020,International Aviation,0.0280234,0.0254249,,China,10/1/2020,Ground Transport,2.13873,2.55307,,China,10/1/2020,Residential,1.55345,1.42395
India,10/1/2020,Power,3.19634,3.21991,,India,10/1/2020,Industry,1.97514,2.03894,,India,10/1/2020,Domestic Aviation,0.011331,0.015435,,India,10/1/2020,International Aviation,0.011173,0.0203099,,India,10/1/2020,Ground Transport,0.825538,0.71005,,India,10/1/2020,Residential,0.286131,0.272697
Russia,10/1/2020,Power,1.75674,2.06403,,Russia,10/1/2020,Industry,0.800132,0.842164,,Russia,10/1/2020,Domestic Aviation,0.0440001,0.0553342,,Russia,10/1/2020,International Aviation,0.0130679,0.0293875,,Russia,10/1/2020,Ground Transport,0.686412,0.575384,,Russia,10/1/2020,Residential,0.3009,0.440791
Brazil,10/2/2020,Power,0.228498,0.210636,,Brazil,10/2/2020,Industry,0.314398,0.30043,,Brazil,10/2/2020,Domestic Aviation,0.0197342,0.0237643,,Brazil,10/2/2020,International Aviation,0.00491868,0.00973268,,Brazil,10/2/2020,Ground Transport,0.476594,0.368451,,Brazil,10/2/2020,Residential,0.0984519,0.0984519
China,10/2/2020,Power,11.2151,11.7089,,China,10/2/2020,Industry,12.8056,10.5575,,China,10/2/2020,Domestic Aviation,0.194318,0.15036,,China,10/2/2020,International Aviation,0.0260121,0.0257235,,China,10/2/2020,Ground Transport,2.03876,2.55586,,China,10/2/2020,Residential,1.66443,1.47987
India,10/2/2020,Power,3.11974,3.14738,,India,10/2/2020,Industry,1.9278,1.99301,,India,10/2/2020,Domestic Aviation,0.0118693,0.0153649,,India,10/2/2020,International Aviation,0.0130999,0.0202644,,India,10/2/2020,Ground Transport,0.656753,0.753845,,India,10/2/2020,Residential,0.284137,0.275309
Russia,10/2/2020,Power,1.75957,2.00896,,Russia,10/2/2020,Industry,0.801419,0.819692,,Russia,10/2/2020,Domestic Aviation,0.0469275,0.0535414,,Russia,10/2/2020,International Aviation,0.0124329,0.02851,,Russia,10/2/2020,Ground Transport,0.688889,0.431284,,Russia,10/2/2020,Residential,0.303424,0.452406
Brazil,10/3/2020,Power,0.21921,0.405244,,Brazil,10/3/2020,Industry,0.301619,0.577998,,Brazil,10/3/2020,Domestic Aviation,0.0154825,0.0282953,,Brazil,10/3/2020,International Aviation,0.0055582,0.0088531,,Brazil,10/3/2020,Ground Transport,0.411056,0.489967,,Brazil,10/3/2020,Residential,0.0984519,0.0984519
China,10/3/2020,Power,11.135,11.7218,,China,10/3/2020,Industry,12.7143,10.5691,,China,10/3/2020,Domestic Aviation,0.192181,0.148345,,China,10/3/2020,International Aviation,0.0241385,0.0262133,,China,10/3/2020,Ground Transport,1.96796,2.55479,,China,10/3/2020,Residential,1.68917,1.68741
India,10/3/2020,Power,3.22358,3.31486,,India,10/3/2020,Industry,1.99198,2.09906,,India,10/3/2020,Domestic Aviation,0.010987,0.0151278,,India,10/3/2020,International Aviation,0.0112025,0.0184131,,India,10/3/2020,Ground Transport,0.814072,0.835185,,India,10/3/2020,Residential,0.285173,0.283505
Russia,10/3/2020,Power,1.69177,2.09393,,Russia,10/3/2020,Industry,0.770537,0.854361,,Russia,10/3/2020,Domestic Aviation,0.0451311,0.0538953,,Russia,10/3/2020,International Aviation,0.0132665,0.0245093,,Russia,10/3/2020,Ground Transport,0.618559,0.671523,,Russia,10/3/2020,Residential,0.311748,0.468112
Brazil,10/4/2020,Power,0.186492,0.189986,,Brazil,10/4/2020,Industry,0.256601,0.270976,,Brazil,10/4/2020,Domestic Aviation,0.0123337,0.0283194,,Brazil,10/4/2020,International Aviation,0.00510452,0.00848045,,Brazil,10/4/2020,Ground Transport,0.217845,0.493935,,Brazil,10/4/2020,Residential,0.0984519,0.0984519
China,10/4/2020,Power,10.0295,12.0126,,China,10/4/2020,Industry,11.4519,10.8313,,China,10/4/2020,Domestic Aviation,0.193132,0.167929,,China,10/4/2020,International Aviation,0.0218104,0.0257485,,China,10/4/2020,Ground Transport,1.90872,2.56677,,China,10/4/2020,Residential,1.94154,1.7819
India,10/4/2020,Power,3.10587,3.40643,,India,10/4/2020,Industry,1.91924,2.15705,,India,10/4/2020,Domestic Aviation,0.0109958,0.0147706,,India,10/4/2020,International Aviation,0.0135367,0.0176009,,India,10/4/2020,Ground Transport,0.727656,0.829317,,India,10/4/2020,Residential,0.287262,0.285522
Russia,10/4/2020,Power,1.6508,2.13625,,Russia,10/4/2020,Industry,0.751879,0.871629,,Russia,10/4/2020,Domestic Aviation,0.0444165,0.0494388,,Russia,10/4/2020,International Aviation,0.0116208,0.0240418,,Russia,10/4/2020,Ground Transport,0.541003,0.676383,,Russia,10/4/2020,Residential,0.348677,0.468593
Brazil,10/5/2020,Power,0.179978,0.222943,,Brazil,10/5/2020,Industry,0.247639,0.317983,,Brazil,10/5/2020,Domestic Aviation,0.0196736,0.0288048,,Brazil,10/5/2020,International Aviation,0.00522628,0.00904189,,Brazil,10/5/2020,Ground Transport,0.456456,0.496008,,Brazil,10/5/2020,Residential,0.0984519,0.0984519
China,10/5/2020,Power,10.002,12.1541,,China,10/5/2020,Industry,11.4206,10.959,,China,10/5/2020,Domestic Aviation,0.192798,0.187859,,China,10/5/2020,International Aviation,0.017199,0.02711,,China,10/5/2020,Ground Transport,2.0802,2.5559,,China,10/5/2020,Residential,2.04612,1.84302
India,10/5/2020,Power,3.28507,3.44337,,India,10/5/2020,Industry,2.02997,2.18044,,India,10/5/2020,Domestic Aviation,0.0119204,0.0153921,,India,10/5/2020,International Aviation,0.00992011,0.0198441,,India,10/5/2020,Ground Transport,0.82397,0.83183,,India,10/5/2020,Residential,0.287937,0.28197
Russia,10/5/2020,Power,1.73825,2.10377,,Russia,10/5/2020,Industry,0.791708,0.858376,,Russia,10/5/2020,Domestic Aviation,0.0438883,0.052104,,Russia,10/5/2020,International Aviation,0.0091871,0.0268458,,Russia,10/5/2020,Ground Transport,0.684425,0.675786,,Russia,10/5/2020,Residential,0.363114,0.474484
Brazil,10/6/2020,Power,0.244338,0.250254,,Brazil,10/6/2020,Industry,0.336194,0.356937,,Brazil,10/6/2020,Domestic Aviation,0.0190019,0.0285766,,Brazil,10/6/2020,International Aviation,0.00401876,0.00881913,,Brazil,10/6/2020,Ground Transport,0.467936,0.500482,,Brazil,10/6/2020,Residential,0.0984519,0.0984519
China,10/6/2020,Power,10.2269,12.3317,,China,10/6/2020,Industry,11.6774,11.1191,,China,10/6/2020,Domestic Aviation,0.195161,0.193104,,China,10/6/2020,International Aviation,0.015842,0.0249815,,China,10/6/2020,Ground Transport,2.11719,2.51806,,China,10/6/2020,Residential,1.95206,1.77596
India,10/6/2020,Power,3.39154,3.48031,,India,10/6/2020,Industry,2.09577,2.20383,,India,10/6/2020,Domestic Aviation,0.0107995,0.0152271,,India,10/6/2020,International Aviation,0.0109092,0.019955,,India,10/6/2020,Ground Transport,0.815956,0.818045,,India,10/6/2020,Residential,0.286083,0.276752
Russia,10/6/2020,Power,1.76869,2.08387,,Russia,10/6/2020,Industry,0.805571,0.850256,,Russia,10/6/2020,Domestic Aviation,0.0402,0.0502522,,Russia,10/6/2020,International Aviation,0.0101891,0.0269016,,Russia,10/6/2020,Ground Transport,0.688561,0.68002,,Russia,10/6/2020,Residential,0.340495,0.48626
Brazil,10/7/2020,Power,0.298426,0.245529,,Brazil,10/7/2020,Industry,0.410616,0.350197,,Brazil,10/7/2020,Domestic Aviation,0.019209,0.0318544,,Brazil,10/7/2020,International Aviation,0.00536824,0.00950476,,Brazil,10/7/2020,Ground Transport,0.475218,0.501138,,Brazil,10/7/2020,Residential,0.0984519,0.0984519
China,10/7/2020,Power,10.4765,12.1438,,China,10/7/2020,Industry,11.9623,10.9497,,China,10/7/2020,Domestic Aviation,0.199775,0.170107,,China,10/7/2020,International Aviation,0.0183247,0.0252259,,China,10/7/2020,Ground Transport,2.17747,2.289,,China,10/7/2020,Residential,1.80595,1.65602
India,10/7/2020,Power,3.48814,3.50611,,India,10/7/2020,Industry,2.15546,2.22017,,India,10/7/2020,Domestic Aviation,0.0120906,0.0168721,,India,10/7/2020,International Aviation,0.0134,0.0208697,,India,10/7/2020,Ground Transport,0.819562,0.835176,,India,10/7/2020,Residential,0.286144,0.278755
Russia,10/7/2020,Power,1.78061,2.09959,,Russia,10/7/2020,Industry,0.811002,0.856673,,Russia,10/7/2020,Domestic Aviation,0.0410079,0.0548924,,Russia,10/7/2020,International Aviation,0.0107828,0.0264734,,Russia,10/7/2020,Ground Transport,0.684225,0.682585,,Russia,10/7/2020,Residential,0.352812,0.474429
Brazil,10/8/2020,Power,0.294378,0.245053,,Brazil,10/8/2020,Industry,0.405046,0.349518,,Brazil,10/8/2020,Domestic Aviation,0.0209931,0.0285027,,Brazil,10/8/2020,International Aviation,0.00469882,0.0101995,,Brazil,10/8/2020,Ground Transport,0.482151,0.465241,,Brazil,10/8/2020,Residential,0.0984519,0.0984519
China,10/8/2020,Power,10.4847,11.9431,,China,10/8/2020,Industry,11.9717,10.7687,,China,10/8/2020,Domestic Aviation,0.198796,0.162864,,China,10/8/2020,International Aviation,0.0158991,0.0244064,,China,10/8/2020,Ground Transport,2.16349,2.495,,China,10/8/2020,Residential,1.67942,1.65392
India,10/8/2020,Power,3.54004,3.41127,,India,10/8/2020,Industry,2.18752,2.16011,,India,10/8/2020,Domestic Aviation,0.0117401,0.0163154,,India,10/8/2020,International Aviation,0.0127245,0.0205167,,India,10/8/2020,Ground Transport,0.812395,0.824651,,India,10/8/2020,Residential,0.286751,0.283982
Russia,10/8/2020,Power,1.78573,2.02858,,Russia,10/8/2020,Industry,0.813334,0.827697,,Russia,10/8/2020,Domestic Aviation,0.0424973,0.0522445,,Russia,10/8/2020,International Aviation,0.0117145,0.0292762,,Russia,10/8/2020,Ground Transport,0.683799,0.602525,,Russia,10/8/2020,Residential,0.354347,0.446578
Brazil,10/9/2020,Power,0.290799,0.246362,,Brazil,10/9/2020,Industry,0.400122,0.351385,,Brazil,10/9/2020,Domestic Aviation,0.0226731,0.0170332,,Brazil,10/9/2020,International Aviation,0.00527365,0.0087787,,Brazil,10/9/2020,Ground Transport,0.490001,0.340551,,Brazil,10/9/2020,Residential,0.0984519,0.0984519
China,10/9/2020,Power,10.2214,11.6883,,China,10/9/2020,Industry,11.6711,10.539,,China,10/9/2020,Domestic Aviation,0.195614,0.176947,,China,10/9/2020,International Aviation,0.0173251,0.0280376,,China,10/9/2020,Ground Transport,2.47554,2.52362,,China,10/9/2020,Residential,1.62012,1.93453
India,10/9/2020,Power,3.56276,3.31642,,India,10/9/2020,Industry,2.20157,2.10005,,India,10/9/2020,Domestic Aviation,0.0125132,0.0164423,,India,10/9/2020,International Aviation,0.0131336,0.0212747,,India,10/9/2020,Ground Transport,0.818904,0.774577,,India,10/9/2020,Residential,0.28894,0.291464
Russia,10/9/2020,Power,1.80014,2.03066,,Russia,10/9/2020,Industry,0.819897,0.828547,,Russia,10/9/2020,Domestic Aviation,0.0456793,0.0533444,,Russia,10/9/2020,International Aviation,0.0114846,0.0292393,,Russia,10/9/2020,Ground Transport,0.685006,0.467097,,Russia,10/9/2020,Residential,0.344615,0.435434
Brazil,10/10/2020,Power,0.242278,0.202073,,Brazil,10/10/2020,Industry,0.333359,0.288216,,Brazil,10/10/2020,Domestic Aviation,0.0179176,0.0176388,,Brazil,10/10/2020,International Aviation,0.00692112,0.0090495,,Brazil,10/10/2020,Ground Transport,0.426886,0.46606,,Brazil,10/10/2020,Residential,0.0984519,0.0984519
China,10/10/2020,Power,10.567,11.7218,,China,10/10/2020,Industry,12.0657,10.5691,,China,10/10/2020,Domestic Aviation,0.192659,0.168706,,China,10/10/2020,International Aviation,0.0198032,0.0252581,,China,10/10/2020,Ground Transport,2.53705,2.51415,,China,10/10/2020,Residential,1.55693,1.92224
India,10/10/2020,Power,3.50965,3.46067,,India,10/10/2020,Industry,2.16875,2.19139,,India,10/10/2020,Domestic Aviation,0.0116441,0.0161042,,India,10/10/2020,International Aviation,0.0132843,0.0179494,,India,10/10/2020,Ground Transport,0.80556,0.822152,,India,10/10/2020,Residential,0.288604,0.303612
Russia,10/10/2020,Power,1.74181,2.17358,,Russia,10/10/2020,Industry,0.79333,0.886863,,Russia,10/10/2020,Domestic Aviation,0.0444404,0.052599,,Russia,10/10/2020,International Aviation,0.0125747,0.0252004,,Russia,10/10/2020,Ground Transport,0.609043,0.676923,,Russia,10/10/2020,Residential,0.345304,0.439112
Brazil,10/11/2020,Power,0.227153,0.204623,,Brazil,10/11/2020,Industry,0.312548,0.291853,,Brazil,10/11/2020,Domestic Aviation,0.0104555,0.0245061,,Brazil,10/11/2020,International Aviation,0.00571081,0.00748447,,Brazil,10/11/2020,Ground Transport,0.205516,0.373849,,Brazil,10/11/2020,Residential,0.0984519,0.0984519
China,10/11/2020,Power,10.8111,11.5777,,China,10/11/2020,Industry,12.3444,10.4392,,China,10/11/2020,Domestic Aviation,0.191792,0.154856,,China,10/11/2020,International Aviation,0.0214168,0.0291062,,China,10/11/2020,Ground Transport,2.20055,2.56251,,China,10/11/2020,Residential,1.71385,1.75808
India,10/11/2020,Power,3.24501,3.49835,,India,10/11/2020,Industry,2.00521,2.21525,,India,10/11/2020,Domestic Aviation,0.0114515,0.0158546,,India,10/11/2020,International Aviation,0.0138054,0.0179351,,India,10/11/2020,Ground Transport,0.733604,0.826639,,India,10/11/2020,Residential,0.288452,0.30103
Russia,10/11/2020,Power,1.70926,2.16834,,Russia,10/11/2020,Industry,0.778504,0.884724,,Russia,10/11/2020,Domestic Aviation,0.0443173,0.0473027,,Russia,10/11/2020,International Aviation,0.0118847,0.0248498,,Russia,10/11/2020,Ground Transport,0.50212,0.678362,,Russia,10/11/2020,Residential,0.356342,0.411635
Brazil,10/12/2020,Power,0.230977,0.202201,,Brazil,10/12/2020,Industry,0.31781,0.288398,,Brazil,10/12/2020,Domestic Aviation,0.0179834,0.0287182,,Brazil,10/12/2020,International Aviation,0.00551398,0.00860345,,Brazil,10/12/2020,Ground Transport,0.221442,0.490544,,Brazil,10/12/2020,Residential,0.0984519,0.0984519
China,10/12/2020,Power,10.5725,11.7346,,China,10/12/2020,Industry,12.0719,10.5807,,China,10/12/2020,Domestic Aviation,0.187171,0.149479,,China,10/12/2020,International Aviation,0.0218425,0.0296315,,China,10/12/2020,Ground Transport,2.51687,2.57921,,China,10/12/2020,Residential,1.83083,1.60133
India,10/12/2020,Power,3.32951,3.51161,,India,10/12/2020,Industry,2.05743,2.22365,,India,10/12/2020,Domestic Aviation,0.0125863,0.0166838,,India,10/12/2020,International Aviation,0.0109112,0.0203262,,India,10/12/2020,Ground Transport,0.813138,0.821642,,India,10/12/2020,Residential,0.290894,0.300847
Russia,10/12/2020,Power,1.80841,2.15781,,Russia,10/12/2020,Industry,0.823663,0.880426,,Russia,10/12/2020,Domestic Aviation,0.0422001,0.0500562,,Russia,10/12/2020,International Aviation,0.0113338,0.0272159,,Russia,10/12/2020,Ground Transport,0.678961,0.676419,,Russia,10/12/2020,Residential,0.346736,0.385109
Brazil,10/13/2020,Power,0.228673,0.230285,,Brazil,10/13/2020,Industry,0.31464,0.328454,,Brazil,10/13/2020,Domestic Aviation,0.0216821,0.0281498,,Brazil,10/13/2020,International Aviation,0.0038793,0.00875511,,Brazil,10/13/2020,Ground Transport,0.46475,0.494147,,Brazil,10/13/2020,Residential,0.0984519,0.0984519
China,10/13/2020,Power,10.8001,11.8762,,China,10/13/2020,Industry,12.3318,10.7084,,China,10/13/2020,Domestic Aviation,0.179793,0.170501,,China,10/13/2020,International Aviation,0.0238138,0.0294521,,China,10/13/2020,Ground Transport,2.48071,2.56653,,China,10/13/2020,Residential,1.83785,1.7204
India,10/13/2020,Power,3.3596,3.46644,,India,10/13/2020,Industry,2.07602,2.19504,,India,10/13/2020,Domestic Aviation,0.0112405,0.0163452,,India,10/13/2020,International Aviation,0.0111315,0.0199265,,India,10/13/2020,Ground Transport,0.818829,0.83028,,India,10/13/2020,Residential,0.296891,0.297362
Russia,10/13/2020,Power,1.79773,2.1711,,Russia,10/13/2020,Industry,0.818798,0.885851,,Russia,10/13/2020,Domestic Aviation,0.0393434,0.0493594,,Russia,10/13/2020,International Aviation,0.01114,0.0277166,,Russia,10/13/2020,Ground Transport,0.681569,0.682276,,Russia,10/13/2020,Residential,0.320913,0.413272
Brazil,10/14/2020,Power,0.284815,0.239006,,Brazil,10/14/2020,Industry,0.391888,0.340893,,Brazil,10/14/2020,Domestic Aviation,0.0213626,0.0294876,,Brazil,10/14/2020,International Aviation,0.00582101,0.00965166,,Brazil,10/14/2020,Ground Transport,0.468681,0.499251,,Brazil,10/14/2020,Residential,0.0984519,0.0984519
China,10/14/2020,Power,11.1649,12.0203,,China,10/14/2020,Industry,12.7483,10.8383,,China,10/14/2020,Domestic Aviation,0.186103,0.183835,,China,10/14/2020,International Aviation,0.0302255,0.0297343,,China,10/14/2020,Ground Transport,2.48025,2.55314,,China,10/14/2020,Residential,2.03311,1.94881
India,10/14/2020,Power,3.18269,3.36728,,India,10/14/2020,Industry,1.96671,2.13226,,India,10/14/2020,Domestic Aviation,0.0123713,0.0164054,,India,10/14/2020,International Aviation,0.0136671,0.0205904,,India,10/14/2020,Ground Transport,0.82544,0.720591,,India,10/14/2020,Residential,0.296438,0.291776
Russia,10/14/2020,Power,1.77586,2.15437,,Russia,10/14/2020,Industry,0.808838,0.879024,,Russia,10/14/2020,Domestic Aviation,0.040666,0.0544879,,Russia,10/14/2020,International Aviation,0.0123005,0.0285428,,Russia,10/14/2020,Ground Transport,0.680874,0.685306,,Russia,10/14/2020,Residential,0.318186,0.434744
Brazil,10/15/2020,Power,0.297266,0.238958,,Brazil,10/15/2020,Industry,0.40902,0.340825,,Brazil,10/15/2020,Domestic Aviation,0.0215876,0.0278315,,Brazil,10/15/2020,International Aviation,0.00493089,0.0102464,,Brazil,10/15/2020,Ground Transport,0.476618,0.456241,,Brazil,10/15/2020,Residential,0.0984519,0.0984519
China,10/15/2020,Power,11.0744,11.8479,,China,10/15/2020,Industry,12.645,10.6828,,China,10/15/2020,Domestic Aviation,0.186111,0.174811,,China,10/15/2020,International Aviation,0.0285013,0.0288081,,China,10/15/2020,Ground Transport,2.50593,2.56343,,China,10/15/2020,Residential,1.9955,2.44652
India,10/15/2020,Power,3.20018,3.44753,,India,10/15/2020,Industry,1.97751,2.18307,,India,10/15/2020,Domestic Aviation,0.0123096,0.0159613,,India,10/15/2020,International Aviation,0.0134738,0.0197006,,India,10/15/2020,Ground Transport,0.823511,0.805547,,India,10/15/2020,Residential,0.296536,0.290274
Russia,10/15/2020,Power,1.7757,2.08455,,Russia,10/15/2020,Industry,0.808765,0.850536,,Russia,10/15/2020,Domestic Aviation,0.0408562,0.0524045,,Russia,10/15/2020,International Aviation,0.0135654,0.0298649,,Russia,10/15/2020,Ground Transport,0.680849,0.601061,,Russia,10/15/2020,Residential,0.333148,0.429841
Brazil,10/16/2020,Power,0.280847,0.414419,,Brazil,10/16/2020,Industry,0.386428,0.591084,,Brazil,10/16/2020,Domestic Aviation,0.0221548,0.0244144,,Brazil,10/16/2020,International Aviation,0.00547877,0.00868155,,Brazil,10/16/2020,Ground Transport,0.481454,0.342366,,Brazil,10/16/2020,Residential,0.0984519,0.0984519
China,10/16/2020,Power,11.6887,11.6755,,China,10/16/2020,Industry,13.3464,10.5274,,China,10/16/2020,Domestic Aviation,0.185844,0.182028,,China,10/16/2020,International Aviation,0.0315422,0.030318,,China,10/16/2020,Ground Transport,2.57955,2.56259,,China,10/16/2020,Residential,2.10342,2.35805
India,10/16/2020,Power,3.26972,3.18254,,India,10/16/2020,Industry,2.02048,2.01527,,India,10/16/2020,Domestic Aviation,0.0131753,0.0162851,,India,10/16/2020,International Aviation,0.0142386,0.0208548,,India,10/16/2020,Ground Transport,0.827377,0.791737,,India,10/16/2020,Residential,0.29603,0.307416
Russia,10/16/2020,Power,1.80102,2.04382,,Russia,10/16/2020,Industry,0.820298,0.833916,,Russia,10/16/2020,Domestic Aviation,0.0451332,0.0521943,,Russia,10/16/2020,International Aviation,0.0139186,0.029619,,Russia,10/16/2020,Ground Transport,0.686503,0.502934,,Russia,10/16/2020,Residential,0.395353,0.439507
