country,date,sector,value20,value21,,country,date,sector,value20a,value21a,,country,date,sector,value20b,value21b,,country,date,sector,value20c,value21c,,country,date,sector,value20d,value21d,,country,date,sector,value20e,value21e
Russia,1/21/2020,Power,2.68495,2.86477,,Russia,1/21/2020,Industry,0.654166,0.704009,,Russia,1/21/2020,Domestic Aviation,0.0388816,0.0331622,,Russia,1/21/2020,International Aviation,0.0290259,0.00897967,,Russia,1/21/2020,Ground Transport,0.688484,0.698171,,Russia,1/21/2020,Residential,0.751428,1.05382
Brazil,1/22/2020,Power,0.32271,0.31506,,Brazil,1/22/2020,Industry,0.336378,0.327123,,Brazil,1/22/2020,Domestic Aviation,0.034655,0.0271593,,Brazil,1/22/2020,International Aviation,0.0191489,0.0081612,,Brazil,1/22/2020,Ground Transport,0.491273,0.474318,,Brazil,1/22/2020,Residential,0.0984519,0.0984519
China,1/22/2020,Power,11.6436,15.7823,,China,1/22/2020,Industry,7.32977,10.6657,,China,1/22/2020,Domestic Aviation,0.190177,0.138302,,China,1/22/2020,International Aviation,0.0914584,0.0323896,,China,1/22/2020,Ground Transport,2.12361,2.46852,,China,1/22/2020,Residential,3.34283,3.38218
India,1/22/2020,Power,3.29452,3.87908,,India,1/22/2020,Industry,2.07741,2.25483,,India,1/22/2020,Domestic Aviation,0.0201688,0.0165206,,India,1/22/2020,International Aviation,0.0366371,0.0172803,,India,1/22/2020,Ground Transport,0.86024,0.821195,,India,1/22/2020,Residential,1.62395,1.45115
Russia,1/22/2020,Power,2.6896,2.77898,,Russia,1/22/2020,Industry,0.655298,0.682926,,Russia,1/22/2020,Domestic Aviation,0.0388019,0.0358093,,Russia,1/22/2020,International Aviation,0.0304216,0.00968819,,Russia,1/22/2020,Ground Transport,0.688252,0.69804,,Russia,1/22/2020,Residential,0.727612,0.935364
Brazil,1/23/2020,Power,0.313775,0.295902,,Brazil,1/23/2020,Industry,0.327064,0.307231,,Brazil,1/23/2020,Domestic Aviation,0.034871,0.0266123,,Brazil,1/23/2020,International Aviation,0.0185765,0.00687999,,Brazil,1/23/2020,Ground Transport,0.49514,0.379298,,Brazil,1/23/2020,Residential,0.0984519,0.0984519
China,1/23/2020,Power,11.2117,15.7664,,China,1/23/2020,Industry,7.05789,10.655,,China,1/23/2020,Domestic Aviation,0.186715,0.12456,,China,1/23/2020,International Aviation,0.0951599,0.0327214,,China,1/23/2020,Ground Transport,1.63624,2.44949,,China,1/23/2020,Residential,3.34537,3.37553
India,1/23/2020,Power,3.32799,3.8376,,India,1/23/2020,Industry,2.09851,2.23071,,India,1/23/2020,Domestic Aviation,0.0209005,0.0153547,,India,1/23/2020,International Aviation,0.0369787,0.0159963,,India,1/23/2020,Ground Transport,0.86038,0.825314,,India,1/23/2020,Residential,1.65961,1.38735
Russia,1/23/2020,Power,2.72989,2.7024,,Russia,1/23/2020,Industry,0.665115,0.664106,,Russia,1/23/2020,Domestic Aviation,0.0394281,0.0346442,,Russia,1/23/2020,International Aviation,0.0317993,0.010316,,Russia,1/23/2020,Ground Transport,0.689667,0.642531,,Russia,1/23/2020,Residential,0.777482,0.880763
Brazil,1/24/2020,Power,0.31885,0.239895,,Brazil,1/24/2020,Industry,0.332355,0.24908,,Brazil,1/24/2020,Domestic Aviation,0.0347529,0.0221702,,Brazil,1/24/2020,International Aviation,0.0193321,0.00810221,,Brazil,1/24/2020,Ground Transport,0.49695,0.188513,,Brazil,1/24/2020,Residential,0.0984519,0.0984519
China,1/24/2020,Power,10.6835,15.6765,,China,1/24/2020,Industry,6.72538,10.5943,,China,1/24/2020,Domestic Aviation,0.157365,0.125688,,China,1/24/2020,International Aviation,0.0864631,0.0358334,,China,1/24/2020,Ground Transport,0.982917,2.45406,,China,1/24/2020,Residential,3.58239,3.28781
India,1/24/2020,Power,3.43751,3.69672,,India,1/24/2020,Industry,2.16757,2.14882,,India,1/24/2020,Domestic Aviation,0.0209971,0.0154293,,India,1/24/2020,International Aviation,0.0366031,0.0172158,,India,1/24/2020,Ground Transport,0.857077,0.726973,,India,1/24/2020,Residential,1.86222,1.55906
Russia,1/24/2020,Power,2.74465,2.60191,,Russia,1/24/2020,Industry,0.668711,0.639412,,Russia,1/24/2020,Domestic Aviation,0.0424309,0.0354843,,Russia,1/24/2020,International Aviation,0.0317333,0.00966658,,Russia,1/24/2020,Ground Transport,0.689559,0.566727,,Russia,1/24/2020,Residential,0.792412,0.820712
Brazil,1/25/2020,Power,0.304433,0.313638,,Brazil,1/25/2020,Industry,0.317326,0.325647,,Brazil,1/25/2020,Domestic Aviation,0.0328573,0.0263092,,Brazil,1/25/2020,International Aviation,0.0203493,0.00673665,,Brazil,1/25/2020,Ground Transport,0.446723,0.417293,,Brazil,1/25/2020,Residential,0.0984519,0.0984519
China,1/25/2020,Power,10.558,15.6448,,China,1/25/2020,Industry,6.64639,10.5728,,China,1/25/2020,Domestic Aviation,0.157599,0.121879,,China,1/25/2020,International Aviation,0.0857936,0.0284384,,China,1/25/2020,Ground Transport,0.820761,2.44227,,China,1/25/2020,Residential,3.70944,3.36164
India,1/25/2020,Power,3.45919,3.71911,,India,1/25/2020,Industry,2.18124,2.16184,,India,1/25/2020,Domestic Aviation,0.0208577,0.016513,,India,1/25/2020,International Aviation,0.0370551,0.014587,,India,1/25/2020,Ground Transport,0.842602,0.802092,,India,1/25/2020,Residential,1.75587,1.80885
Russia,1/25/2020,Power,2.68977,2.66345,,Russia,1/25/2020,Industry,0.655339,0.654535,,Russia,1/25/2020,Domestic Aviation,0.0385628,0.0353842,,Russia,1/25/2020,International Aviation,0.0333661,0.00916694,,Russia,1/25/2020,Ground Transport,0.642739,0.685329,,Russia,1/25/2020,Residential,0.737103,0.788
Brazil,1/26/2020,Power,0.298444,0.309748,,Brazil,1/26/2020,Industry,0.311084,0.321608,,Brazil,1/26/2020,Domestic Aviation,0.030637,0.0273069,,Brazil,1/26/2020,International Aviation,0.0192589,0.0064506,,Brazil,1/26/2020,Ground Transport,0.362225,0.456303,,Brazil,1/26/2020,Residential,0.0984519,0.0984519
China,1/26/2020,Power,10.3713,15.539,,China,1/26/2020,Industry,6.52882,10.5013,,China,1/26/2020,Domestic Aviation,0.164162,0.11839,,China,1/26/2020,International Aviation,0.0857938,0.0342132,,China,1/26/2020,Ground Transport,0.721866,2.43567,,China,1/26/2020,Residential,3.80415,3.42893
India,1/26/2020,Power,3.29273,3.58213,,India,1/26/2020,Industry,2.07628,2.08222,,India,1/26/2020,Domestic Aviation,0.0201916,0.0146497,,India,1/26/2020,International Aviation,0.0364398,0.01479,,India,1/26/2020,Ground Transport,0.693458,0.551054,,India,1/26/2020,Residential,1.49358,2.05842
Russia,1/26/2020,Power,2.64378,2.6521,,Russia,1/26/2020,Industry,0.644135,0.651744,,Russia,1/26/2020,Domestic Aviation,0.0388906,0.0333487,,Russia,1/26/2020,International Aviation,0.0311591,0.00943683,,Russia,1/26/2020,Ground Transport,0.596438,0.687388,,Russia,1/26/2020,Residential,0.759327,0.770321
Brazil,1/27/2020,Power,0.30527,0.301219,,Brazil,1/27/2020,Industry,0.318199,0.312752,,Brazil,1/27/2020,Domestic Aviation,0.0345913,0.0259141,,Brazil,1/27/2020,International Aviation,0.0191253,0.00750491,,Brazil,1/27/2020,Ground Transport,0.487054,0.473418,,Brazil,1/27/2020,Residential,0.0984519,0.0984519
China,1/27/2020,Power,10.3187,15.5311,,China,1/27/2020,Industry,6.49575,10.496,,China,1/27/2020,Domestic Aviation,0.159118,0.13036,,China,1/27/2020,International Aviation,0.0794159,0.0362997,,China,1/27/2020,Ground Transport,0.89997,2.46287,,China,1/27/2020,Residential,3.80296,3.4409
India,1/27/2020,Power,3.43386,3.70865,,India,1/27/2020,Industry,2.16527,2.15576,,India,1/27/2020,Domestic Aviation,0.0214673,0.016814,,India,1/27/2020,International Aviation,0.0329525,0.0155957,,India,1/27/2020,Ground Transport,0.854197,0.808475,,India,1/27/2020,Residential,1.19764,2.16359
Russia,1/27/2020,Power,2.72969,2.60811,,Russia,1/27/2020,Industry,0.665065,0.640936,,Russia,1/27/2020,Domestic Aviation,0.0408408,0.03502,,Russia,1/27/2020,International Aviation,0.028449,0.0095383,,Russia,1/27/2020,Ground Transport,0.686808,0.691351,,Russia,1/27/2020,Residential,0.805362,0.750709
Brazil,1/28/2020,Power,0.325029,0.279986,,Brazil,1/28/2020,Industry,0.338795,0.290706,,Brazil,1/28/2020,Domestic Aviation,0.0346585,0.0260156,,Brazil,1/28/2020,International Aviation,0.0189477,0.00689483,,Brazil,1/28/2020,Ground Transport,0.494506,0.47565,,Brazil,1/28/2020,Residential,0.0984519,0.0984519
China,1/28/2020,Power,9.91604,15.5152,,China,1/28/2020,Industry,6.24224,10.4852,,China,1/28/2020,Domestic Aviation,0.142371,0.1041,,China,1/28/2020,International Aviation,0.0823193,0.0371207,,China,1/28/2020,Ground Transport,0.912453,2.45096,,China,1/28/2020,Residential,3.76286,3.81273
India,1/28/2020,Power,3.46252,3.79026,,India,1/28/2020,Industry,2.18334,2.20319,,India,1/28/2020,Domestic Aviation,0.0209271,0.0162863,,India,1/28/2020,International Aviation,0.0337059,0.017748,,India,1/28/2020,Ground Transport,0.86335,0.834237,,India,1/28/2020,Residential,0.972236,2.11143
Russia,1/28/2020,Power,2.774,2.58698,,Russia,1/28/2020,Industry,0.675862,0.635741,,Russia,1/28/2020,Domestic Aviation,0.0394711,0.0326033,,Russia,1/28/2020,International Aviation,0.0296948,0.00966282,,Russia,1/28/2020,Ground Transport,0.688437,0.690775,,Russia,1/28/2020,Residential,0.866123,0.768195
Brazil,1/29/2020,Power,0.335526,0.284734,,Brazil,1/29/2020,Industry,0.349736,0.295636,,Brazil,1/29/2020,Domestic Aviation,0.0349213,0.0270914,,Brazil,1/29/2020,International Aviation,0.0193018,0.00778955,,Brazil,1/29/2020,Ground Transport,0.495037,0.482044,,Brazil,1/29/2020,Residential,0.0984519,0.0984519
China,1/29/2020,Power,9.98899,15.2746,,China,1/29/2020,Industry,6.28817,10.3226,,China,1/29/2020,Domestic Aviation,0.123201,0.0999225,,China,1/29/2020,International Aviation,0.080988,0.0355851,,China,1/29/2020,Ground Transport,0.851758,2.4349,,China,1/29/2020,Residential,3.76875,3.60097
India,1/29/2020,Power,3.50497,3.84873,,India,1/29/2020,Industry,2.21011,2.23719,,India,1/29/2020,Domestic Aviation,0.0210231,0.0167449,,India,1/29/2020,International Aviation,0.0356225,0.0172582,,India,1/29/2020,Ground Transport,0.862953,0.831954,,India,1/29/2020,Residential,1.06406,2.07575
Russia,1/29/2020,Power,2.76226,2.6234,,Russia,1/29/2020,Industry,0.673001,0.644693,,Russia,1/29/2020,Domestic Aviation,0.0392345,0.0365776,,Russia,1/29/2020,International Aviation,0.028654,0.00971085,,Russia,1/29/2020,Ground Transport,0.687624,0.692102,,Russia,1/29/2020,Residential,0.833493,0.779229
Brazil,1/30/2020,Power,0.328408,0.254174,,Brazil,1/30/2020,Industry,0.342317,0.263906,,Brazil,1/30/2020,Domestic Aviation,0.0346197,0.0262098,,Brazil,1/30/2020,International Aviation,0.0190337,0.00592356,,Brazil,1/30/2020,Ground Transport,0.497599,0.385472,,Brazil,1/30/2020,Residential,0.0984519,0.0984519
China,1/30/2020,Power,9.88977,15.0736,,China,1/30/2020,Industry,6.22571,10.1868,,China,1/30/2020,Domestic Aviation,0.108912,0.0991566,,China,1/30/2020,International Aviation,0.080762,0.0340783,,China,1/30/2020,Ground Transport,0.871417,2.35666,,China,1/30/2020,Residential,3.7792,3.37687
India,1/30/2020,Power,3.50137,3.8631,,India,1/30/2020,Industry,2.20784,2.24553,,India,1/30/2020,Domestic Aviation,0.0210765,0.0156808,,India,1/30/2020,International Aviation,0.0342124,0.0175285,,India,1/30/2020,Ground Transport,0.861859,0.830833,,India,1/30/2020,Residential,1.30576,2.10493
Russia,1/30/2020,Power,2.76289,2.58538,,Russia,1/30/2020,Industry,0.673155,0.635349,,Russia,1/30/2020,Domestic Aviation,0.0396761,0.0368826,,Russia,1/30/2020,International Aviation,0.0307226,0.0130112,,Russia,1/30/2020,Ground Transport,0.687299,0.646171,,Russia,1/30/2020,Residential,0.807213,0.824602
Brazil,1/31/2020,Power,0.319519,0.228554,,Brazil,1/31/2020,Industry,0.333051,0.237305,,Brazil,1/31/2020,Domestic Aviation,0.0347794,0.0218551,,Brazil,1/31/2020,International Aviation,0.0197897,0.0079316,,Brazil,1/31/2020,Ground Transport,0.49899,0.213597,,Brazil,1/31/2020,Residential,0.0984519,0.0984519
China,1/31/2020,Power,9.7497,15.0736,,China,1/31/2020,Industry,6.13753,10.1868,,China,1/31/2020,Domestic Aviation,0.0928852,0.104855,,China,1/31/2020,International Aviation,0.0752146,0.0364561,,China,1/31/2020,Ground Transport,0.800325,2.36532,,China,1/31/2020,Residential,3.55611,3.19891
India,1/31/2020,Power,3.51568,3.74945,,India,1/31/2020,Industry,2.21686,2.17948,,India,1/31/2020,Domestic Aviation,0.021406,0.0154802,,India,1/31/2020,International Aviation,0.0358587,0.017885,,India,1/31/2020,Ground Transport,0.857996,0.756393,,India,1/31/2020,Residential,1.64617,1.84727
Russia,1/31/2020,Power,2.72964,2.56487,,Russia,1/31/2020,Industry,0.665055,0.630309,,Russia,1/31/2020,Domestic Aviation,0.0435994,0.0365847,,Russia,1/31/2020,International Aviation,0.029498,0.0098196,,Russia,1/31/2020,Ground Transport,0.688291,0.578516,,Russia,1/31/2020,Residential,0.799715,0.833574
Brazil,2/1/2020,Power,0.22922,0.25797,,Brazil,2/1/2020,Industry,0.386033,0.369517,,Brazil,2/1/2020,Domestic Aviation,0.0324223,0.0241457,,Brazil,2/1/2020,International Aviation,0.0206804,0.00569148,,Brazil,2/1/2020,Ground Transport,0.464061,0.462157,,Brazil,2/1/2020,Residential,0.105242,0.109
China,2/1/2020,Power,12.8282,13.5663,,China,2/1/2020,Industry,8.29078,11.4581,,China,2/1/2020,Domestic Aviation,0.0835281,0.0993326,,China,2/1/2020,International Aviation,0.0627194,0.0295979,,China,2/1/2020,Ground Transport,0.805674,2.40128,,China,2/1/2020,Residential,3.49909,3.56514
India,2/1/2020,Power,3.41996,3.78804,,India,2/1/2020,Industry,2.13828,2.22835,,India,2/1/2020,Domestic Aviation,0.0209115,0.0163007,,India,2/1/2020,International Aviation,0.0359799,0.0142582,,India,2/1/2020,Ground Transport,0.846266,0.835539,,India,2/1/2020,Residential,1.56478,1.50553
Russia,2/1/2020,Power,2.65275,2.66844,,Russia,2/1/2020,Industry,0.738501,0.744122,,Russia,2/1/2020,Domestic Aviation,0.0388206,0.036413,,Russia,2/1/2020,International Aviation,0.032481,0.00993789,,Russia,2/1/2020,Ground Transport,0.634051,0.690569,,Russia,2/1/2020,Residential,0.807356,0.840429
Brazil,2/2/2020,Power,0.222271,0.272483,,Brazil,2/2/2020,Industry,0.37433,0.390305,,Brazil,2/2/2020,Domestic Aviation,0.0294288,0.0239644,,Brazil,2/2/2020,International Aviation,0.0191315,0.00624063,,Brazil,2/2/2020,Ground Transport,0.395457,0.460579,,Brazil,2/2/2020,Residential,0.105242,0.109
China,2/2/2020,Power,12.055,13.4058,,China,2/2/2020,Industry,7.7911,11.3225,,China,2/2/2020,Domestic Aviation,0.0828287,0.0908598,,China,2/2/2020,International Aviation,0.0558181,0.0339882,,China,2/2/2020,Ground Transport,0.857383,2.40384,,China,2/2/2020,Residential,3.61474,3.72088
India,2/2/2020,Power,3.26531,3.83511,,India,2/2/2020,Industry,2.04158,2.25604,,India,2/2/2020,Domestic Aviation,0.0206461,0.0155627,,India,2/2/2020,International Aviation,0.0366464,0.0131015,,India,2/2/2020,Ground Transport,0.787113,0.826319,,India,2/2/2020,Residential,1.7287,1.10965
Russia,2/2/2020,Power,2.61529,2.66172,,Russia,2/2/2020,Industry,0.728071,0.742245,,Russia,2/2/2020,Domestic Aviation,0.0385271,0.0346362,,Russia,2/2/2020,International Aviation,0.0304991,0.00947498,,Russia,2/2/2020,Ground Transport,0.587445,0.695672,,Russia,2/2/2020,Residential,0.750313,0.858725
Brazil,2/3/2020,Power,0.232353,0.279752,,Brazil,2/3/2020,Industry,0.391309,0.400717,,Brazil,2/3/2020,Domestic Aviation,0.0327491,0.0235975,,Brazil,2/3/2020,International Aviation,0.0185651,0.0062716,,Brazil,2/3/2020,Ground Transport,0.495382,0.480198,,Brazil,2/3/2020,Residential,0.105242,0.109
China,2/3/2020,Power,11.8188,13.3722,,China,2/3/2020,Industry,7.63844,11.2942,,China,2/3/2020,Domestic Aviation,0.0598541,0.103611,,China,2/3/2020,International Aviation,0.0454658,0.0370335,,China,2/3/2020,Ground Transport,0.947806,2.38302,,China,2/3/2020,Residential,3.70999,3.44582
India,2/3/2020,Power,3.40745,3.93297,,India,2/3/2020,Industry,2.13046,2.3136,,India,2/3/2020,Domestic Aviation,0.0210387,0.0159092,,India,2/3/2020,International Aviation,0.0327941,0.0174532,,India,2/3/2020,Ground Transport,0.854648,0.830576,,India,2/3/2020,Residential,1.64598,0.781696
Russia,2/3/2020,Power,2.68443,2.65668,,Russia,2/3/2020,Industry,0.747319,0.740842,,Russia,2/3/2020,Domestic Aviation,0.0396678,0.0336471,,Russia,2/3/2020,International Aviation,0.0277488,0.0097964,,Russia,2/3/2020,Ground Transport,0.680818,0.694647,,Russia,2/3/2020,Residential,0.714614,0.819873
Brazil,2/4/2020,Power,0.239115,0.293266,,Brazil,2/4/2020,Industry,0.402698,0.420075,,Brazil,2/4/2020,Domestic Aviation,0.0328751,0.023389,,Brazil,2/4/2020,International Aviation,0.0180446,0.00605753,,Brazil,2/4/2020,Ground Transport,0.495241,0.480096,,Brazil,2/4/2020,Residential,0.105242,0.109
China,2/4/2020,Power,11.5922,13.1493,,China,2/4/2020,Industry,7.49197,11.1059,,China,2/4/2020,Domestic Aviation,0.0490187,0.102839,,China,2/4/2020,International Aviation,0.0404209,0.0409084,,China,2/4/2020,Ground Transport,0.864659,2.37292,,China,2/4/2020,Residential,3.73337,3.26025
India,2/4/2020,Power,3.52737,3.72585,,India,2/4/2020,Industry,2.20544,2.19177,,India,2/4/2020,Domestic Aviation,0.0205256,0.0156327,,India,2/4/2020,International Aviation,0.0335176,0.0182918,,India,2/4/2020,Ground Transport,0.853002,0.836171,,India,2/4/2020,Residential,1.39146,0.799041
Russia,2/4/2020,Power,2.70139,2.62797,,Russia,2/4/2020,Industry,0.752041,0.732835,,Russia,2/4/2020,Domestic Aviation,0.0381214,0.0341444,,Russia,2/4/2020,International Aviation,0.0256039,0.0103406,,Russia,2/4/2020,Ground Transport,0.684651,0.694048,,Russia,2/4/2020,Residential,0.734319,0.769899
Brazil,2/5/2020,Power,0.232183,0.291079,,Brazil,2/5/2020,Industry,0.391022,0.416942,,Brazil,2/5/2020,Domestic Aviation,0.0315149,0.0238812,,Brazil,2/5/2020,International Aviation,0.0189761,0.00778792,,Brazil,2/5/2020,Ground Transport,0.498701,0.489616,,Brazil,2/5/2020,Residential,0.105242,0.109
China,2/5/2020,Power,11.3992,12.7467,,China,2/5/2020,Industry,7.36724,10.7659,,China,2/5/2020,Domestic Aviation,0.0510686,0.121504,,China,2/5/2020,International Aviation,0.0363873,0.037383,,China,2/5/2020,Ground Transport,1.12897,2.31621,,China,2/5/2020,Residential,3.80876,3.07704
India,2/5/2020,Power,3.53782,3.7094,,India,2/5/2020,Industry,2.21197,2.18209,,India,2/5/2020,Domestic Aviation,0.021146,0.016223,,India,2/5/2020,International Aviation,0.0356912,0.0172972,,India,2/5/2020,Ground Transport,0.854293,0.838501,,India,2/5/2020,Residential,1.31616,0.929876
Russia,2/5/2020,Power,2.73444,2.61151,,Russia,2/5/2020,Industry,0.76124,0.728244,,Russia,2/5/2020,Domestic Aviation,0.0385315,0.0376075,,Russia,2/5/2020,International Aviation,0.0280804,0.0121626,,Russia,2/5/2020,Ground Transport,0.686305,0.694346,,Russia,2/5/2020,Residential,0.783467,0.840889
Brazil,2/6/2020,Power,0.220949,0.249328,,Brazil,2/6/2020,Industry,0.372103,0.357137,,Brazil,2/6/2020,Domestic Aviation,0.0328202,0.0227177,,Brazil,2/6/2020,International Aviation,0.0178202,0.0059198,,Brazil,2/6/2020,Ground Transport,0.499193,0.416398,,Brazil,2/6/2020,Residential,0.105242,0.109
China,2/6/2020,Power,11.1804,12.4975,,China,2/6/2020,Industry,7.22586,10.5554,,China,2/6/2020,Domestic Aviation,0.0478963,0.12372,,China,2/6/2020,International Aviation,0.0328463,0.037198,,China,2/6/2020,Ground Transport,1.19258,2.24132,,China,2/6/2020,Residential,3.85427,2.98712
India,2/6/2020,Power,3.57176,3.67878,,India,2/6/2020,Industry,2.23319,2.16407,,India,2/6/2020,Domestic Aviation,0.0209739,0.0159796,,India,2/6/2020,International Aviation,0.0341417,0.0170548,,India,2/6/2020,Ground Transport,0.85513,0.794761,,India,2/6/2020,Residential,1.43601,1.03129
Russia,2/6/2020,Power,2.78825,2.61272,,Russia,2/6/2020,Industry,0.776221,0.728583,,Russia,2/6/2020,Domestic Aviation,0.0389899,0.0356147,,Russia,2/6/2020,International Aviation,0.027271,0.0121269,,Russia,2/6/2020,Ground Transport,0.691057,0.652836,,Russia,2/6/2020,Residential,0.813601,0.953933
Brazil,2/7/2020,Power,0.224237,0.244731,,Brazil,2/7/2020,Industry,0.377641,0.350553,,Brazil,2/7/2020,Domestic Aviation,0.0336088,0.0188731,,Brazil,2/7/2020,International Aviation,0.0193882,0.00802043,,Brazil,2/7/2020,Ground Transport,0.502341,0.21327,,Brazil,2/7/2020,Residential,0.105242,0.109
China,2/7/2020,Power,11.0257,12.2099,,China,2/7/2020,Industry,7.12587,10.3125,,China,2/7/2020,Domestic Aviation,0.0535699,0.114438,,China,2/7/2020,International Aviation,0.0340228,0.0378059,,China,2/7/2020,Ground Transport,1.03215,2.24651,,China,2/7/2020,Residential,3.69689,3.26866
India,2/7/2020,Power,3.58955,3.58644,,India,2/7/2020,Industry,2.24431,2.10976,,India,2/7/2020,Domestic Aviation,0.0213899,0.0157189,,India,2/7/2020,International Aviation,0.0357276,0.0195851,,India,2/7/2020,Ground Transport,0.859274,0.782278,,India,2/7/2020,Residential,1.43116,1.02223
Russia,2/7/2020,Power,2.83038,2.60844,,Russia,2/7/2020,Industry,0.787949,0.727389,,Russia,2/7/2020,Domestic Aviation,0.0425829,0.0367318,,Russia,2/7/2020,International Aviation,0.0276891,0.0108831,,Russia,2/7/2020,Ground Transport,0.689771,0.625229,,Russia,2/7/2020,Residential,0.88614,1.03299
Brazil,2/8/2020,Power,0.221493,0.282874,,Brazil,2/8/2020,Industry,0.373019,0.405189,,Brazil,2/8/2020,Domestic Aviation,0.0308301,0.0238211,,Brazil,2/8/2020,International Aviation,0.0204239,0.00539136,,Brazil,2/8/2020,Ground Transport,0.461216,0.473113,,Brazil,2/8/2020,Residential,0.105242,0.109
